group,names,scores,logfoldchanges,pvals,pvals_adj
Clone_3,CD3E,9.957526,1.3331504,2.338088416906294e-23,4.67447640587302e-21
Clone_3,TGFB1,9.73349,0.90573096,2.170166962970866e-22,3.8801879552565274e-20
Clone_3,LEPROTL1,9.6439705,1.2331929,5.21317878628062e-22,8.555837900588313e-20
Clone_3,SPOCK2,9.4397545,1.3206594,3.7365503352609364e-21,5.335987985263539e-19
Clone_3,CD3D,9.430711,1.3950431,4.0731923830658176e-21,5.742156851819453e-19
Clone_3,TUBA4A,9.330509,1.2632964,1.0536355962091864e-20,1.4043366079898442e-18
Clone_3,NR3C1,9.310689,1.0167291,1.2700532672383311e-20,1.6725156558745733e-18
Clone_3,GZMA,9.268939,1.9347621,1.880073237419788e-20,2.4179281074465483e-18
Clone_3,SLC7A5,9.099888,1.328732,9.042526251576149e-20,1.0634397717896398e-17
Clone_3,ADGRE5,9.046352,0.9243091,1.4782396169998237e-19,1.6844272361171048e-17
Clone_3,TENT5C,8.999875,1.2770809,2.2597460618519393e-19,2.5226566188958302e-17
Clone_3,LINC-PINT,8.939093,0.69554496,3.9237969610364755e-19,4.188938969277387e-17
Clone_3,CD2,8.919147,1.3036778,4.698950842051923e-19,4.897598432151939e-17
Clone_3,PPP1R16B,8.736578,1.3024577,2.4027829965314154e-18,2.297478419987778e-16
Clone_3,NIBAN1,8.715182,1.3414668,2.902903800207721e-18,2.7517526023348363e-16
Clone_3,CAMK4,8.657393,1.5366069,4.826748460964813e-18,4.460077821577234e-16
Clone_3,STAT4,8.63458,1.3595732,5.894313509045502e-18,5.29092827309913e-16
Clone_3,IL32,8.535922,1.1217268,1.3904161849131083e-17,1.1715721355788918e-15
Clone_3,CD96,8.518056,1.5294387,1.622533456231146e-17,1.3465190856390702e-15
Clone_3,GZMH,8.509422,2.0040424,1.7480169597986723e-17,1.4397898494341723e-15
Clone_3,SRSF7,8.417445,0.7484145,3.847838827891877e-17,2.99016507077732e-15
Clone_3,SARAF,8.354835,0.54267097,6.552440960046931e-17,4.835613476286984e-15
Clone_3,CLEC2D,8.16067,1.4097515,3.3317042712912914e-16,2.1937377345580264e-14
Clone_3,HLA-C,8.1594095,0.37552518,3.366652754927332e-16,2.210132160786922e-14
Clone_3,MBNL1,8.13688,0.7001905,4.0559340332150454e-16,2.6312124265034005e-14
Clone_3,IL21R,7.9556036,1.7269431,1.7826045513880112e-15,1.0854404454998649e-13
Clone_3,CREM,7.95532,0.7625913,1.786692621275696e-15,1.0854404454998649e-13
