leiden,TP53,MYC,STAT1,NFKB1,HIF1A,SOX2,FOXP3,TBX21,GATA3,TWIST1,SNAI1,NKX2-1
0,-0.05173423223581044,0.5815515300216745,0.6647010198894227,-0.04536924396377549,0.13160358018921192,-0.06190291266222507,0.016323528696373463,0.12367660330113582,-0.010231907222006056,0.33536461906387033,0.31036223142734476,-0.03275259489454509
1,0.046332983587677054,0.3633977812466306,0.6126664542610922,0.08408927597168996,-0.012571115954135494,-0.048390880510574434,0.07000609323600443,0.03680268217877644,0.007307008379843177,0.20840834776075876,0.18672323402253593,-0.036374387446700074
2,-0.05348626205888574,0.40766031796651575,0.49438530349024157,0.3764640283987189,0.20892006898083704,0.17091430089605525,-0.09265090863618126,-0.26884369269456015,-0.0001666191163236155,0.6003557711025276,0.7359496048212838,-0.03410967759566732
3,-0.018854998421965176,0.4566004504624361,0.4338375071234002,0.238960477796544,0.3039191778457683,0.15890555983814209,-0.12721621857842672,-0.37180491933356163,-0.009186139045202213,0.5634459119931511,0.5729008984306584,-0.04424011600406273
4,0.10914422161391955,0.4253786979791485,0.5203546699008728,0.10357875042918484,-0.15194351007272533,-0.019030771094399532,-0.08873102712201641,-0.2895323555319159,0.02197480038050059,0.09255420369500512,0.0714741687173242,-0.039833103955329
5,-0.07589057792101038,0.7594592617843557,-0.06517069121474756,-0.05625409832028067,0.6315677438730835,0.026860354525427666,-0.05516499924890456,-0.3707381328075163,-0.015525209205381332,-0.20565788959380119,-0.2352328863628449,-0.05359726788151649
6,0.08823696428584674,0.5870145673308739,0.5100987207381498,-0.038639134049601766,0.08095369423705118,-0.03323069768233432,0.23502341729402543,-0.11958046423064338,0.03192325459420681,0.29392604984177484,0.27276667565438484,-0.02866792189785176
7,0.011199121105427642,0.009762843449910479,0.8846161969296344,1.466138100391548,0.2779055569285438,0.020648382391248433,-0.05571551132202148,0.12704621996198381,-0.020975832871028357,0.0007531247820173019,-0.005442828042166568,0.03449711339814322
8,-0.043252534978049144,0.17558895209857395,0.4129876897095493,0.07703995992620306,-0.07869015779495239,-0.0671999062180519,-0.0441593346118927,0.2374459618091583,0.006377007007598876,0.13898321164131164,0.11234991121292115,-0.03370661631822586
9,0.18826724388553642,0.22808640445134448,0.5017254637021464,0.15023804126808785,-0.01678895855424416,-0.050722964087973776,-0.03632989776668264,-0.17457774998536751,-0.02730346192352807,0.22235592547459387,0.21101026600510325,-0.029798118018392307
10,0.08611875880175622,0.46098048761756155,0.5972279274266316,0.6840854084565193,0.07717521397546791,0.06273667935667367,-0.0412972048274402,-0.3779350496160573,-0.020721338457074658,0.8659416653863315,0.7411369505915149,-0.07821752747585034
11,-0.09057102242164079,0.1877015817511511,0.3482358101315568,0.4246645217830911,0.0036211584254008944,0.002244650736087706,-0.01856365423667722,-0.30484359101551334,0.02493216431431654,0.5489029084182366,0.5306364138068222,-0.03509032285794979
12,0.11296567154510406,0.45596706732911296,0.253009743344056,0.42577170390588936,0.28341978791757677,0.0037749775863708335,-0.1521294656966595,-0.41309611122658907,-0.010281945152485625,-0.0073499513230425246,-0.020940985816590336,1.6423979536776847
13,0.000720228025494272,0.4250656550040086,0.45823921402300477,0.0040968853839828245,-0.13386833460633382,-0.0639598692017319,-0.10839613577855371,-0.3608968142334339,0.014563975404849093,0.15253619607570953,0.1428822113686958,-0.03365332551762066
