leiden,sig_proliferation,sig_apoptosis_resistance,sig_angiogenesis,sig_invasion_metastasis,sig_EMT_mesenchymal,sig_EMT_epithelial,sig_stemness,sig_hypoxia,sig_DDR,sig_glycolysis
0,0.04250439818066675,0.05000814452743377,-0.09080729050373249,0.23460802820746687,0.34613415829410543,-0.09733360874178439,-0.05090229129589698,0.1375274755154255,-0.0015803815974623188,0.46200337936768787
1,0.014968609063908823,0.06280968225874552,-0.09002676420640879,0.1444789354468209,0.20496426657465275,-0.08880508024552697,-0.038248400444664606,-0.0022869348907616086,0.026833966895418716,0.299310482375142
2,-0.03417667991036039,0.15708076582437563,0.16505482289258275,0.5279294537304655,0.4858652798950194,-0.13226184116357081,0.07715826343585162,0.2646355051294018,-0.03992634989872736,0.7611319461828805
3,-0.020189003275869335,0.16136990817690242,0.16495264157700323,0.4443202745693497,0.4540889091664775,-0.11466748817459398,0.07552317966153656,0.35226982955051506,-0.039400509920387725,0.9226394472951476
4,-0.005610466908227216,0.04304804636766245,-0.049711609997119655,0.052340378342716216,0.07883734648292129,-0.10185880965401001,0.02795966389300945,-0.13938711974534904,0.037697217631294,0.11769532806701488
5,0.03860251963715399,-0.05336602325080544,-0.032889771662338564,-0.11212721637903454,-0.15896207237360388,1.0351075773956955,0.11602536120337825,0.6993498290277297,0.0037792286792521106,1.3737928634151335
6,0.017855706636069547,0.06993119553090246,-0.11076121286749528,0.20397159450209204,0.26817872660766756,-0.09108557947729,-0.020926913218917667,0.07858968197264606,0.0027014234617707272,0.41828613271936776
7,0.03644910863467625,0.11688066934403919,0.11084590469297,0.002136166475926294,0.07112766346152948,-0.0516452051344372,-0.0036930653027125756,0.13927450299263,-0.04282119244945293,0.36724364084856853
8,-0.0009956628084182725,0.10577518303394318,-0.09234065544541821,0.08793645177617504,0.2896152514253344,-0.08172662320818219,-0.06000802368323008,-0.06995518969893455,0.024404486238104955,0.17387611188292504
9,0.012635054229133165,0.18598634306293219,-0.01697531206131756,0.14133555133472045,0.15968056587458673,-0.056773942952979606,-0.002985259174410977,-0.008478199479295246,0.010986657714379877,0.26906038016525663
10,-0.0634757136836134,0.09158418548518213,0.31993701342018843,0.47049337796795276,0.6197487494393523,-0.025965671840755423,0.08347302556037903,0.10784301150461723,-0.045977399243509826,0.6174005050083686
11,-0.04305838528202802,0.1013552239697154,0.08887276350431317,0.39993629870406117,0.5524135813646616,-0.08264105788091333,0.014158481500013087,0.011541842607463276,-0.02419083422848157,0.3659117182289682
12,-0.074661894475526,0.04131740833174252,0.020632384596005852,-0.032177259006765276,-0.057422678609658884,1.218094707776952,0.025671316592405874,0.3338598075318844,-0.031076744410767018,0.7583782262751396
13,-0.004641327590277764,0.06240952740341513,-0.0866608817218757,0.10789768139549494,0.1935225527329481,-0.10981511533285464,-0.04032877975333053,-0.1397038271825398,0.03304591078240561,0.06431414239701971
