ligand,receptor,source,target,ligand_expr,receptor_expr,lr_score
CXCL12,CXCR4,Myeloid/Macro,B cell,0.0111,2.1976,0.0243
CXCL12,CXCR4,Mast cell,Unknown,0.0123,1.9708,0.0243
IL6,IL6R,Plasma cell,Myeloid/Macro,0.0313,0.7741,0.0243
CD274,PDCD1,Mast cell,Endothelial,0.2372,0.1018,0.0242
CD274,PDCD1,Mast cell,Dendritic cell,0.2372,0.1019,0.0242
IL6,IL6R,Fibroblast,T cell,0.4306,0.0552,0.0238
IL6,IL6R,Fibroblast,Unknown,0.4306,0.0552,0.0238
CCL5,CCR5,Myeloid/Macro,T cell,0.2596,0.0903,0.0234
CD80,CTLA4,Unknown,T cell,0.0424,0.552,0.0234
VEGFA,FLT1,Mast cell,Tumor epithelial,1.1046,0.0212,0.0234
CD80,CTLA4,B cell,Plasma cell,0.1857,0.1242,0.0231
IL6,IL6R,Tumor epithelial,Myeloid/Macro,0.0297,0.7741,0.023
CXCL10,CXCR3,Tumor epithelial,NK cell,0.0654,0.3515,0.023
CCL5,CCR5,Mast cell,T cell,0.2536,0.0903,0.0229
CXCL12,CXCR4,Myeloid/Macro,NK cell,0.0111,2.0671,0.0229
CD274,PDCD1,Plasma cell,T cell,0.0423,0.5391,0.0228
FAS,FASLG,Dendritic cell,Unknown,0.2923,0.0774,0.0226
VEGFA,KDR,Fibroblast,Tumor epithelial,0.579,0.0388,0.0225
DLL1,NOTCH1,Endothelial,Fibroblast,0.1167,0.192,0.0224
IL6,IL6R,B cell,Mast cell,0.0552,0.4018,0.0222
FAS,FASLG,Plasma cell,T cell,0.218,0.1019,0.0222
VEGFA,FLT1,Mast cell,B cell,1.1046,0.0201,0.0222
FAS,FASLG,Endothelial,Unknown,0.2866,0.0774,0.0222
TNF,TNFRSF1A,B cell,Plasma cell,0.3905,0.0566,0.0221
VEGFA,FLT1,Myeloid/Macro,Unknown,0.7644,0.0285,0.0218
CXCL12,CXCR4,Myeloid/Macro,Unknown,0.0111,1.9708,0.0218
FAS,FASLG,Fibroblast,Unknown,0.2805,0.0774,0.0217
CD274,PDCD1,Tumor epithelial,NK cell,0.07,0.3091,0.0216
TNF,TNFRSF1A,Unknown,T cell,0.276,0.078,0.0215
CCL5,CCR5,Myeloid/Macro,NK cell,0.2596,0.0824,0.0214
FAS,FASLG,NK cell,Unknown,0.2723,0.0774,0.0211
CCL5,CCR5,Mast cell,NK cell,0.2536,0.0824,0.0209
CD80,CTLA4,Myeloid/Macro,Endothelial,0.1289,0.162,0.0209
TNF,TNFRSF1A,NK cell,Plasma cell,0.3667,0.0566,0.0207
CXCL10,CXCR3,Tumor epithelial,T cell,0.0654,0.3155,0.0206
FAS,FASLG,Dendritic cell,Mast cell,0.2923,0.0702,0.0205
CD274,PDCD1,Myeloid/Macro,NK cell,0.0653,0.3091,0.0202
FAS,FASLG,Unknown,Plasma cell,0.5031,0.0402,0.0202
CCL5,CCR5,Myeloid/Macro,Myeloid/Macro,0.2596,0.0774,0.0201
DLL1,NOTCH1,Endothelial,Mast cell,0.1167,0.1723,0.0201
FAS,FASLG,Endothelial,Mast cell,0.2866,0.0702,0.0201
CD274,PDCD1,Dendritic cell,T cell,0.0369,0.5391,0.0199
DLL1,NOTCH1,Endothelial,NK cell,0.1167,0.17,0.0198
FAS,FASLG,Fibroblast,Mast cell,0.2805,0.0702,0.0197
FAS,FASLG,B cell,Unknown,0.2547,0.0774,0.0197
CCL5,CCR5,Mast cell,Myeloid/Macro,0.2536,0.0774,0.0196
CXCL12,CXCR4,Unknown,T cell,0.0088,2.2242,0.0196
CD274,PDCD1,Tumor epithelial,Unknown,0.07,0.2793,0.0196
CXCL10,CXCR3,Myeloid/Macro,Dendritic cell,0.0966,0.2016,0.0195
CXCL12,CXCR4,Unknown,B cell,0.0088,2.1976,0.0194
TNF,TNFRSF1A,T cell,Plasma cell,0.341,0.0566,0.0193
FAS,FASLG,NK cell,Mast cell,0.2723,0.0702,0.0191
TNF,TNFRSF1A,Endothelial,Endothelial,0.0482,0.3939,0.019
CCL5,CCR5,B cell,T cell,0.2063,0.0903,0.0186
FAS,FASLG,Unknown,Endothelial,0.5031,0.0368,0.0185
TNF,TNFRSF1A,Myeloid/Macro,Unknown,0.1517,0.121,0.0184
CXCL12,CXCR4,Unknown,NK cell,0.0088,2.0671,0.0182
CD274,PDCD1,Myeloid/Macro,Unknown,0.0653,0.2793,0.0182
VEGFA,FLT1,Myeloid/Macro,Mast cell,0.7644,0.0235,0.0179
FAS,FASLG,B cell,Mast cell,0.2547,0.0702,0.0179
CD80,CTLA4,T cell,T cell,0.0323,0.552,0.0178
CD274,PDCD1,Mast cell,Fibroblast,0.2372,0.0752,0.0178
FAS,FASLG,T cell,Plasma cell,0.4437,0.0402,0.0178
CXCL10,CXCR3,Plasma cell,Dendritic cell,0.088,0.2016,0.0177
IL6,IL6R,Myeloid/Macro,Mast cell,0.044,0.4018,0.0177
VEGFA,KDR,Dendritic cell,Endothelial,0.1007,0.1746,0.0176
DLL1,NOTCH1,Endothelial,T cell,0.1167,0.1493,0.0174
CXCL12,CXCR4,Unknown,Unknown,0.0088,1.9708,0.0174
SPP1,CD44,B cell,Endothelial,0.0249,0.7001,0.0174
CXCL10,CXCR3,Fibroblast,Dendritic cell,0.0857,0.2016,0.0173
VEGFA,KDR,Tumor epithelial,Tumor epithelial,0.4454,0.0388,0.0173
DLL1,NOTCH1,Endothelial,B cell,0.1167,0.1476,0.0172
CXCL12,CXCR4,Mast cell,Dendritic cell,0.0123,1.3883,0.0171
CCL5,CCR5,B cell,NK cell,0.2063,0.0824,0.017
FAS,FASLG,Plasma cell,Unknown,0.218,0.0774,0.0169
VEGFA,FLT1,Plasma cell,Dendritic cell,0.2005,0.0845,0.0169
HGF,MET,Endothelial,Tumor epithelial,0.0563,0.2988,0.0168
VEGFA,FLT1,Dendritic cell,Myeloid/Macro,0.1007,0.1648,0.0166
IL6,IL6R,Endothelial,Tumor epithelial,0.2326,0.0713,0.0166
DLL1,NOTCH1,Myeloid/Macro,Unknown,0.0619,0.2668,0.0165
DLL1,NOTCH1,Endothelial,Myeloid/Macro,0.1167,0.1417,0.0165
DLL1,NOTCH1,Myeloid/Macro,Endothelial,0.0619,0.2671,0.0165
VEGFA,FLT1,Fibroblast,Unknown,0.579,0.0285,0.0165
FAS,FASLG,T cell,Endothelial,0.4437,0.0368,0.0163
TNF,TNFRSF1A,Myeloid/Macro,Dendritic cell,0.1517,0.1065,0.0162
VEGFA,FLT1,Myeloid/Macro,Tumor epithelial,0.7644,0.0212,0.0162
CCL5,CCR5,T cell,Fibroblast,2.0187,0.008,0.0162
CD274,PDCD1,Endothelial,Plasma cell,0.1186,0.1359,0.0161
CD80,CTLA4,Myeloid/Macro,Plasma cell,0.1289,0.1242,0.016
CCL5,CCR5,B cell,Myeloid/Macro,0.2063,0.0774,0.016
DLL1,NOTCH1,Endothelial,Dendritic cell,0.1167,0.1357,0.0158
TNF,TNFRSF1A,Fibroblast,Unknown,0.1308,0.121,0.0158
CDH1,CDH1,Dendritic cell,Tumor epithelial,0.0283,0.5557,0.0157
CDH1,CDH1,Tumor epithelial,Dendritic cell,0.5557,0.0283,0.0157
CXCL12,CXCR4,Mast cell,Myeloid/Macro,0.0123,1.2666,0.0156
TNF,TNFRSF1A,Unknown,Plasma cell,0.276,0.0566,0.0156
TNF,TNFRSF1A,Myeloid/Macro,NK cell,0.1517,0.1025,0.0156
CCL5,CCR5,Endothelial,Unknown,0.994,0.0154,0.0154
VEGFA,FLT1,Myeloid/Macro,B cell,0.7644,0.0201,0.0154
CXCL12,CXCR4,Myeloid/Macro,Dendritic cell,0.0111,1.3883,0.0154
FAS,FASLG,Plasma cell,Mast cell,0.218,0.0702,0.0153
SPP1,CD44,B cell,Tumor epithelial,0.0249,0.6114,0.0152
CD274,PDCD1,NK cell,T cell,0.0278,0.5391,0.015
CD274,PDCD1,T cell,NK cell,0.0482,0.3091,0.0149
CXCL10,CXCR3,Myeloid/Macro,Unknown,0.0966,0.1526,0.0147
CXCL10,CXCR3,Myeloid/Macro,Plasma cell,0.0966,0.1476,0.0143
TNF,TNFRSF1A,Mast cell,Unknown,0.118,0.121,0.0143
TNF,TNFRSF1A,Tumor epithelial,Tumor epithelial,0.0216,0.6576,0.0142
CXCL10,CXCR3,B cell,NK cell,0.0405,0.3515,0.0142
CD274,PDCD1,Mast cell,B cell,0.2372,0.0593,0.0141
CD274,PDCD1,B cell,T cell,0.026,0.5391,0.014
CXCL12,CXCR4,Myeloid/Macro,Myeloid/Macro,0.0111,1.2666,0.014
TNF,TNFRSF1A,Fibroblast,Dendritic cell,0.1308,0.1065,0.0139
VEGFA,FLT1,Endothelial,Dendritic cell,0.1629,0.0845,0.0138
CD80,CTLA4,Endothelial,Unknown,0.0513,0.2687,0.0138
CCL5,CCR5,Endothelial,B cell,0.994,0.0138,0.0138
FAS,FASLG,Tumor epithelial,NK cell,0.0592,0.233,0.0138
HGF,MET,Myeloid/Macro,Tumor epithelial,0.0457,0.2988,0.0136
VEGFA,FLT1,Mast cell,Plasma cell,1.1046,0.0123,0.0136
CD274,PDCD1,Mast cell,Myeloid/Macro,0.2372,0.0574,0.0136
VEGFA,FLT1,Fibroblast,Mast cell,0.579,0.0235,0.0136
CD274,PDCD1,T cell,Unknown,0.0482,0.2793,0.0135
CXCL10,CXCR3,Plasma cell,Unknown,0.088,0.1526,0.0134
TNF,TNFRSF1A,Fibroblast,NK cell,0.1308,0.1025,0.0134
CD80,CTLA4,Fibroblast,T cell,0.024,0.552,0.0133
CXCL10,CXCR3,Tumor epithelial,Dendritic cell,0.0654,0.2016,0.0132
CXCL10,CXCR3,Fibroblast,Unknown,0.0857,0.1526,0.0131
CD274,PDCD1,Plasma cell,NK cell,0.0423,0.3091,0.0131
CDH1,CDH1,Unknown,Tumor epithelial,0.0234,0.5557,0.013
CXCL10,CXCR3,Plasma cell,Plasma cell,0.088,0.1476,0.013
CDH1,CDH1,Tumor epithelial,Unknown,0.5557,0.0234,0.013
CXCL12,CXCR4,Mast cell,Plasma cell,0.0123,1.0476,0.0129
CXCL10,CXCR3,B cell,T cell,0.0405,0.3155,0.0128
TNF,TNFRSF1A,Tumor epithelial,Myeloid/Macro,0.0216,0.5912,0.0128
IL6,IL6R,Endothelial,T cell,0.2326,0.0552,0.0128
IL6,IL6R,Endothelial,Unknown,0.2326,0.0552,0.0128
CXCL10,CXCR3,Fibroblast,Plasma cell,0.0857,0.1476,0.0127
VEGFA,FLT1,Tumor epithelial,Unknown,0.4454,0.0285,0.0127
CD80,CTLA4,Endothelial,NK cell,0.0513,0.2459,0.0126
IL6,IL6R,Plasma cell,Mast cell,0.0313,0.4018,0.0126
TNF,TNFRSF1A,Mast cell,Dendritic cell,0.118,0.1065,0.0126
CXCL10,CXCR3,Myeloid/Macro,B cell,0.0966,0.1281,0.0124
CCL5,CCR5,Unknown,Unknown,0.8046,0.0154,0.0124
VEGFA,FLT1,Fibroblast,Tumor epithelial,0.579,0.0212,0.0123
CXCL12,CXCR4,Unknown,Dendritic cell,0.0088,1.3883,0.0123
HGF,MET,Endothelial,Endothelial,0.0563,0.2181,0.0123
CD80,CTLA4,Dendritic cell,Fibroblast,0.6036,0.0202,0.0122
CD274,PDCD1,Endothelial,Endothelial,0.1186,0.1018,0.0121
TNF,TNFRSF1A,Mast cell,NK cell,0.118,0.1025,0.0121
CD274,PDCD1,Endothelial,Dendritic cell,0.1186,0.1019,0.0121
TNF,TNFRSF1A,Dendritic cell,Mast cell,0.5106,0.0234,0.012
IL6,IL6R,Tumor epithelial,Mast cell,0.0297,0.4018,0.0119
DLL1,NOTCH1,Myeloid/Macro,Fibroblast,0.0619,0.192,0.0119
FAS,FASLG,Mast cell,T cell,0.116,0.1019,0.0118
TNF,TNFRSF1A,Myeloid/Macro,T cell,0.1517,0.078,0.0118
CD274,PDCD1,Plasma cell,Unknown,0.0423,0.2793,0.0118
FAS,FASLG,Dendritic cell,Plasma cell,0.2923,0.0402,0.0117
CXCL12,CXCR4,Myeloid/Macro,Plasma cell,0.0111,1.0476,0.0116
VEGFA,FLT1,Fibroblast,B cell,0.579,0.0201,0.0116
FAS,FASLG,Endothelial,Plasma cell,0.2866,0.0402,0.0115
CD274,PDCD1,Dendritic cell,NK cell,0.0369,0.3091,0.0114
CD80,CTLA4,Unknown,Unknown,0.0424,0.2687,0.0114
FAS,FASLG,Fibroblast,Plasma cell,0.2805,0.0402,0.0113
HGF,MET,Fibroblast,Myeloid/Macro,0.1995,0.0569,0.0113
CXCL10,CXCR3,Plasma cell,B cell,0.088,0.1281,0.0113
CXCL12,CXCR4,Unknown,Myeloid/Macro,0.0088,1.2666,0.0112
CCL5,CCR5,Unknown,B cell,0.8046,0.0138,0.0111
IL6,IL6R,Unknown,Plasma cell,0.0616,0.1794,0.0111
CXCL10,CXCR3,Fibroblast,B cell,0.0857,0.1281,0.011
TNF,TNFRSF1A,Tumor epithelial,Fibroblast,0.0216,0.5097,0.011
FAS,FASLG,Myeloid/Macro,T cell,0.1079,0.1019,0.011
FAS,FASLG,NK cell,Plasma cell,0.2723,0.0402,0.0109
CXCL12,CXCR4,Mast cell,Endothelial,0.0123,0.8784,0.0108
IL6,IL6R,Fibroblast,B cell,0.4306,0.025,0.0108
FAS,FASLG,Dendritic cell,Endothelial,0.2923,0.0368,0.0107
DLL1,NOTCH1,Myeloid/Macro,Mast cell,0.0619,0.1723,0.0107
PDGFA,PDGFRA,Tumor epithelial,Fibroblast,0.0437,0.2436,0.0106
VEGFA,FLT1,Tumor epithelial,Mast cell,0.4454,0.0235,0.0105
DLL1,NOTCH1,Myeloid/Macro,NK cell,0.0619,0.17,0.0105
FAS,FASLG,Endothelial,Endothelial,0.2866,0.0368,0.0105
TNF,TNFRSF1A,Plasma cell,Unknown,0.0867,0.121,0.0105
CXCL10,CXCR3,Myeloid/Macro,Fibroblast,0.0966,0.1088,0.0105
CD80,CTLA4,Unknown,NK cell,0.0424,0.2459,0.0104
FAS,FASLG,Fibroblast,Endothelial,0.2805,0.0368,0.0103
CD274,PDCD1,Dendritic cell,Unknown,0.0369,0.2793,0.0103
TNF,TNFRSF1A,Fibroblast,T cell,0.1308,0.078,0.0102
FAS,FASLG,B cell,Plasma cell,0.2547,0.0402,0.0102
HGF,MET,Myeloid/Macro,Endothelial,0.0457,0.2181,0.01
FAS,FASLG,NK cell,Endothelial,0.2723,0.0368,0.01
CD80,CTLA4,B cell,Myeloid/Macro,0.1857,0.054,0.01
CXCL10,CXCR3,Tumor epithelial,Unknown,0.0654,0.1526,0.01
IL6,IL6R,B cell,Plasma cell,0.0552,0.1794,0.0099
CXCL12,CXCR4,Mast cell,Fibroblast,0.0123,0.8076,0.0099
CXCL10,CXCR3,Endothelial,Endothelial,0.2389,0.0409,0.0098
CD274,PDCD1,Mast cell,Mast cell,0.2372,0.0411,0.0097
CXCL12,CXCR4,Myeloid/Macro,Endothelial,0.0111,0.8784,0.0097
DLL1,NOTCH1,Endothelial,Plasma cell,0.1167,0.0829,0.0097
CXCL10,CXCR3,Tumor epithelial,Plasma cell,0.0654,0.1476,0.0096
CXCL10,CXCR3,Plasma cell,Fibroblast,0.088,0.1088,0.0096
IL6,IL6R,Mast cell,Myeloid/Macro,0.0123,0.7741,0.0095
VEGFA,FLT1,T cell,Endothelial,0.0105,0.9014,0.0095
CD274,PDCD1,Tumor epithelial,Plasma cell,0.07,0.1359,0.0095
VEGFA,FLT1,Myeloid/Macro,Plasma cell,0.7644,0.0123,0.0094
CD80,CTLA4,B cell,Mast cell,0.1857,0.0508,0.0094
VEGFA,FLT1,Tumor epithelial,Tumor epithelial,0.4454,0.0212,0.0094
FAS,FASLG,B cell,Endothelial,0.2547,0.0368,0.0094
CXCL10,CXCR3,Fibroblast,Fibroblast,0.0857,0.1088,0.0093
TNF,TNFRSF1A,Mast cell,T cell,0.118,0.078,0.0092
DLL1,NOTCH1,Myeloid/Macro,T cell,0.0619,0.1493,0.0092
HGF,MET,Fibroblast,Plasma cell,0.1995,0.046,0.0092
TNF,TNFRSF1A,B cell,Mast cell,0.3905,0.0234,0.0092
TNF,TNFRSF1A,Plasma cell,Dendritic cell,0.0867,0.1065,0.0092
CXCL12,CXCR4,Unknown,Plasma cell,0.0088,1.0476,0.0092
DLL1,NOTCH1,Myeloid/Macro,B cell,0.0619,0.1476,0.0091
PDGFA,PDGFRA,Fibroblast,Endothelial,0.339,0.0268,0.0091
VEGFA,FLT1,Tumor epithelial,B cell,0.4454,0.0201,0.009
FAS,FASLG,Mast cell,Unknown,0.116,0.0774,0.009
CD274,PDCD1,Myeloid/Macro,Plasma cell,0.0653,0.1359,0.0089
CXCL12,CXCR4,Myeloid/Macro,Fibroblast,0.0111,0.8076,0.0089
DLL1,NOTCH1,B cell,Endothelial,0.0334,0.2671,0.0089
DLL1,NOTCH1,B cell,Unknown,0.0334,0.2668,0.0089
CD274,PDCD1,Endothelial,Fibroblast,0.1186,0.0752,0.0089
TNF,TNFRSF1A,Plasma cell,NK cell,0.0867,0.1025,0.0089
VEGFA,FLT1,Mast cell,Fibroblast,1.1046,0.008,0.0089
VEGFA,FLT1,NK cell,Endothelial,0.0098,0.9014,0.0088
DLL1,NOTCH1,Myeloid/Macro,Myeloid/Macro,0.0619,0.1417,0.0088
FAS,FASLG,Plasma cell,Plasma cell,0.218,0.0402,0.0088
PDGFA,PDGFRA,Unknown,Fibroblast,0.0361,0.2436,0.0088
CD80,CTLA4,T cell,Unknown,0.0323,0.2687,0.0087
TNF,TNFRSF1A,Myeloid/Macro,Plasma cell,0.1517,0.0566,0.0086
TNF,TNFRSF1A,NK cell,Mast cell,0.3667,0.0234,0.0086
CXCL10,CXCR3,NK cell,NK cell,0.0245,0.3515,0.0086
CD274,PDCD1,NK cell,NK cell,0.0278,0.3091,0.0086
VEGFA,FLT1,Dendritic cell,Dendritic cell,0.1007,0.0845,0.0085
IL6,IL6R,Unknown,Fibroblast,0.0616,0.138,0.0085
TNF,TNFRSF1A,Tumor epithelial,Endothelial,0.0216,0.3939,0.0085
CCL5,CCR5,Plasma cell,Unknown,0.5475,0.0154,0.0085
CXCL10,CXCR3,Endothelial,Myeloid/Macro,0.2389,0.0353,0.0084
CXCL10,CXCR3,Tumor epithelial,B cell,0.0654,0.1281,0.0084
DLL1,NOTCH1,Myeloid/Macro,Dendritic cell,0.0619,0.1357,0.0084
FAS,FASLG,Myeloid/Macro,Unknown,0.1079,0.0774,0.0083
CD274,PDCD1,Unknown,T cell,0.0154,0.5391,0.0083
CD80,CTLA4,Endothelial,Endothelial,0.0513,0.162,0.0083
PDGFA,PDGFRA,Myeloid/Macro,Fibroblast,0.0341,0.2436,0.0083
CXCL10,CXCR3,B cell,Dendritic cell,0.0405,0.2016,0.0082
PDGFA,PDGFRA,B cell,Fibroblast,0.0335,0.2436,0.0082
FAS,FASLG,Mast cell,Mast cell,0.116,0.0702,0.0081
IL6,IL6R,Unknown,Endothelial,0.0616,0.1313,0.0081
CCL5,CCR5,Endothelial,Fibroblast,0.994,0.008,0.008
CD274,PDCD1,B cell,NK cell,0.026,0.3091,0.008
FAS,FASLG,Plasma cell,Endothelial,0.218,0.0368,0.008
TNF,TNFRSF1A,T cell,Mast cell,0.341,0.0234,0.008
CD80,CTLA4,T cell,NK cell,0.0323,0.2459,0.0079
IL6,IL6R,Myeloid/Macro,Plasma cell,0.044,0.1794,0.0079
CD274,PDCD1,NK cell,Unknown,0.0278,0.2793,0.0078
CXCL12,CXCR4,Unknown,Endothelial,0.0088,0.8784,0.0078
VEGFA,KDR,Plasma cell,Tumor epithelial,0.2005,0.0388,0.0078
CCL2,CCR2,Endothelial,T cell,1.2821,0.0061,0.0078
CXCL10,CXCR3,NK cell,T cell,0.0245,0.3155,0.0077
IL6,IL6R,Unknown,Dendritic cell,0.0616,0.1254,0.0077
FAS,FASLG,Myeloid/Macro,Mast cell,0.1079,0.0702,0.0076
CCL5,CCR5,Plasma cell,B cell,0.5475,0.0138,0.0076
FAS,FASLG,Unknown,Fibroblast,0.5031,0.0151,0.0076
IL6,IL6R,B cell,Fibroblast,0.0552,0.138,0.0076
VEGFA,FLT1,Mast cell,T cell,1.1046,0.0068,0.0075
CCL5,CCR5,Dendritic cell,T cell,0.083,0.0903,0.0075
TNF,TNFRSF1A,Fibroblast,Plasma cell,0.1308,0.0566,0.0074
CD274,PDCD1,B cell,Unknown,0.026,0.2793,0.0073
IL6,IL6R,B cell,Endothelial,0.0552,0.1313,0.0072
CCL2,CCR2,Myeloid/Macro,Plasma cell,0.1802,0.04,0.0072
CXCL10,CXCR3,Tumor epithelial,Fibroblast,0.0654,0.1088,0.0071
CD274,PDCD1,Tumor epithelial,Endothelial,0.07,0.1018,0.0071
CXCL12,CXCR4,Unknown,Fibroblast,0.0088,0.8076,0.0071
VEGFA,FLT1,Fibroblast,Plasma cell,0.579,0.0123,0.0071
CD274,PDCD1,Tumor epithelial,Dendritic cell,0.07,0.1019,0.0071
CD80,CTLA4,Dendritic cell,B cell,0.6036,0.0117,0.007
CCL2,CCR2,Endothelial,Myeloid/Macro,1.2821,0.0055,0.007
CD274,PDCD1,Endothelial,B cell,0.1186,0.0593,0.007
CD80,CTLA4,Myeloid/Macro,Myeloid/Macro,0.1289,0.054,0.007
IL6,IL6R,B cell,Dendritic cell,0.0552,0.1254,0.0069
CD80,CTLA4,Unknown,Endothelial,0.0424,0.162,0.0069
CCL5,CCR5,Dendritic cell,NK cell,0.083,0.0824,0.0068
CD274,PDCD1,Endothelial,Myeloid/Macro,0.1186,0.0574,0.0068
TNF,TNFRSF1A,Plasma cell,T cell,0.0867,0.078,0.0068
CCL2,CCR2,Fibroblast,T cell,1.119,0.0061,0.0068
CD274,PDCD1,Myeloid/Macro,Endothelial,0.0653,0.1018,0.0067
FAS,FASLG,T cell,Fibroblast,0.4437,0.0151,0.0067
IL6,IL6R,Fibroblast,NK cell,0.4306,0.0156,0.0067
CDH1,CDH1,T cell,Tumor epithelial,0.012,0.5557,0.0067
CDH1,CDH1,Tumor epithelial,T cell,0.5557,0.012,0.0067
TNF,TNFRSF1A,Mast cell,Plasma cell,0.118,0.0566,0.0067
CD274,PDCD1,Myeloid/Macro,Dendritic cell,0.0653,0.1019,0.0067
CCL5,CCR5,Tumor epithelial,T cell,0.073,0.0903,0.0066
CD80,CTLA4,Mast cell,T cell,0.012,0.552,0.0066
CD274,PDCD1,T cell,Plasma cell,0.0482,0.1359,0.0066
TNF,TNFRSF1A,Unknown,Mast cell,0.276,0.0234,0.0065
CCL5,CCR5,Unknown,Fibroblast,0.8046,0.008,0.0065
DLL1,NOTCH1,Endothelial,Tumor epithelial,0.1167,0.0559,0.0065
CD80,CTLA4,Myeloid/Macro,Mast cell,0.1289,0.0508,0.0065
CD80,CTLA4,Fibroblast,Unknown,0.024,0.2687,0.0065
DLL1,NOTCH1,B cell,Fibroblast,0.0334,0.192,0.0064
CCL5,CCR5,Dendritic cell,Myeloid/Macro,0.083,0.0774,0.0064
CD80,CTLA4,Endothelial,Plasma cell,0.0513,0.1242,0.0064
CCL5,CCR5,Fibroblast,Unknown,0.4092,0.0154,0.0063
VEGFA,KDR,Endothelial,Tumor epithelial,0.1629,0.0388,0.0063
CXCL10,CXCR3,B cell,Unknown,0.0405,0.1526,0.0062
VEGFA,FLT1,Myeloid/Macro,Fibroblast,0.7644,0.008,0.0061
CD274,PDCD1,Fibroblast,T cell,0.0113,0.5391,0.0061
CCL2,CCR2,Fibroblast,Myeloid/Macro,1.119,0.0055,0.0061
IL6,IL6R,Myeloid/Macro,Fibroblast,0.044,0.138,0.0061
FAS,FASLG,Tumor epithelial,T cell,0.0592,0.1019,0.006
CXCL10,CXCR3,B cell,Plasma cell,0.0405,0.1476,0.006
HGF,MET,Plasma cell,Tumor epithelial,0.0201,0.2988,0.006
CCL5,CCR5,Tumor epithelial,NK cell,0.073,0.0824,0.006
CXCL12,CXCR4,Endothelial,Tumor epithelial,0.0582,0.1006,0.0059
CDH1,CDH1,Tumor epithelial,Myeloid/Macro,0.5557,0.0107,0.0059
CD80,CTLA4,Fibroblast,NK cell,0.024,0.2459,0.0059
CDH1,CDH1,Myeloid/Macro,Tumor epithelial,0.0107,0.5557,0.0059
IL6,IL6R,Myeloid/Macro,Endothelial,0.044,0.1313,0.0058
IL6,IL6R,Endothelial,B cell,0.2326,0.025,0.0058
TNF,TNFRSF1A,Endothelial,Unknown,0.0482,0.121,0.0058
DLL1,NOTCH1,B cell,NK cell,0.0334,0.17,0.0057
DLL1,NOTCH1,B cell,Mast cell,0.0334,0.1723,0.0057
CCL5,CCR5,Fibroblast,B cell,0.4092,0.0138,0.0057
VEGFA,FLT1,Plasma cell,Unknown,0.2005,0.0285,0.0057
CD274,PDCD1,Plasma cell,Plasma cell,0.0423,0.1359,0.0057
IL6,IL6R,Plasma cell,Plasma cell,0.0313,0.1794,0.0056
CCL5,CCR5,Tumor epithelial,Myeloid/Macro,0.073,0.0774,0.0056
CXCL12,CXCR4,Mast cell,Mast cell,0.0123,0.4447,0.0055
VEGFA,FLT1,Tumor epithelial,Plasma cell,0.4454,0.0123,0.0055
IL6,IL6R,Myeloid/Macro,Dendritic cell,0.044,0.1254,0.0055
CD274,PDCD1,Mast cell,Tumor epithelial,0.2372,0.0228,0.0054
CD274,PDCD1,Tumor epithelial,Fibroblast,0.07,0.0752,0.0053
VEGFA,KDR,Unknown,Endothelial,0.0301,0.1746,0.0053
DLL1,NOTCH1,NK cell,Unknown,0.0199,0.2668,0.0053
CD80,CTLA4,Unknown,Plasma cell,0.0424,0.1242,0.0053
DLL1,NOTCH1,NK cell,Endothelial,0.0199,0.2671,0.0053
IL6,IL6R,Tumor epithelial,Plasma cell,0.0297,0.1794,0.0053
CD80,CTLA4,T cell,Endothelial,0.0323,0.162,0.0052
VEGFA,FLT1,Myeloid/Macro,T cell,0.7644,0.0068,0.0052
CXCL10,CXCR3,B cell,B cell,0.0405,0.1281,0.0052
PDGFA,PDGFRA,NK cell,Fibroblast,0.0209,0.2436,0.0051
DLL1,NOTCH1,Fibroblast,Unknown,0.0189,0.2668,0.0051
TNF,TNFRSF1A,Endothelial,Dendritic cell,0.0482,0.1065,0.0051
DLL1,NOTCH1,Fibroblast,Endothelial,0.0189,0.2671,0.0051
DLL1,NOTCH1,Myeloid/Macro,Plasma cell,0.0619,0.0829,0.0051
VEGFA,FLT1,Unknown,Myeloid/Macro,0.0301,0.1648,0.005
IL6,IL6R,Mast cell,Mast cell,0.0123,0.4018,0.005
CD274,PDCD1,Dendritic cell,Plasma cell,0.0369,0.1359,0.005
DLL1,NOTCH1,B cell,T cell,0.0334,0.1493,0.005
CD274,PDCD1,Myeloid/Macro,Fibroblast,0.0653,0.0752,0.0049
CXCL10,CXCR3,NK cell,Dendritic cell,0.0245,0.2016,0.0049
CD274,PDCD1,T cell,Dendritic cell,0.0482,0.1019,0.0049
CD274,PDCD1,T cell,Endothelial,0.0482,0.1018,0.0049
CD274,PDCD1,Endothelial,Mast cell,0.1186,0.0411,0.0049
TNF,TNFRSF1A,Plasma cell,Plasma cell,0.0867,0.0566,0.0049
CXCL12,CXCR4,Myeloid/Macro,Mast cell,0.0111,0.4447,0.0049
DLL1,NOTCH1,B cell,B cell,0.0334,0.1476,0.0049
TNF,TNFRSF1A,Endothelial,NK cell,0.0482,0.1025,0.0049
CD274,PDCD1,Unknown,NK cell,0.0154,0.3091,0.0048
CCL2,CCR2,Mast cell,Plasma cell,0.1167,0.04,0.0047
DLL1,NOTCH1,B cell,Myeloid/Macro,0.0334,0.1417,0.0047
FAS,FASLG,Mast cell,Plasma cell,0.116,0.0402,0.0047
