ligand,receptor,source,target,ligand_expr,receptor_expr,lr_score
CXCL10,CXCR3,Fibroblast,Plasma cell,0.0857,0.1371,0.0118
TNF,TNFRSF1A,Mast cell,Unknown,0.097,0.1201,0.0117
VEGFA,FLT1,Fibroblast,B cell,0.579,0.0201,0.0116
CXCL10,CXCR3,Myeloid/Macro,Unknown,0.0969,0.1191,0.0115
TNF,TNFRSF1A,Myeloid/Macro,T cell,0.1523,0.0749,0.0114
CXCL10,CXCR3,Plasma cell,Unknown,0.0928,0.1191,0.0111
TNF,TNFRSF1A,Tumor epithelial,Fibroblast,0.0217,0.5097,0.0111
VEGFA,FLT1,Endothelial,Dendritic cell,0.1629,0.0676,0.011
TNF,TNFRSF1A,Plasma cell,Unknown,0.0914,0.1201,0.011
DLL1,NOTCH1,Myeloid/Macro,Mast cell,0.063,0.1741,0.011
CXCL10,CXCR3,Fibroblast,B cell,0.0857,0.1268,0.0109
IL6,IL6R,Fibroblast,B cell,0.4306,0.025,0.0108
TNF,TNFRSF1A,Mast cell,NK cell,0.097,0.1103,0.0107
CXCL10,CXCR3,Tumor epithelial,Dendritic cell,0.0657,0.1613,0.0106
VEGFA,FLT1,Tumor epithelial,Mast cell,0.4476,0.0237,0.0106
CD80,CTLA4,B cell,Myeloid/Macro,0.1885,0.055,0.0104
IL6,IL6R,B cell,Plasma cell,0.0552,0.1893,0.0104
CD80,CTLA4,Myeloid/Macro,Plasma cell,0.1294,0.0805,0.0104
CXCL10,CXCR3,Fibroblast,Unknown,0.0857,0.1191,0.0102
TNF,TNFRSF1A,Plasma cell,NK cell,0.0914,0.1103,0.0101
VEGFA,FLT1,Myeloid/Macro,Plasma cell,0.7707,0.0129,0.01
CD274,PDCD1,Mast cell,Mast cell,0.2397,0.0416,0.01
CD274,PDCD1,Endothelial,Plasma cell,0.1186,0.083,0.0099
CXCL10,CXCR3,Endothelial,Endothelial,0.2389,0.0409,0.0098
CD80,CTLA4,Dendritic cell,Fibroblast,0.4829,0.0202,0.0098
TNF,TNFRSF1A,Dendritic cell,Mast cell,0.4085,0.0237,0.0097
IL6,IL6R,Mast cell,Myeloid/Macro,0.0125,0.7763,0.0097
CD274,PDCD1,Endothelial,Dendritic cell,0.1186,0.0816,0.0097
VEGFA,FLT1,Tumor epithelial,Tumor epithelial,0.4476,0.0213,0.0095
TNF,TNFRSF1A,B cell,Mast cell,0.3957,0.0237,0.0094
DLL1,NOTCH1,Myeloid/Macro,B cell,0.063,0.1476,0.0093
VEGFA,FLT1,T cell,Endothelial,0.0103,0.9014,0.0093
IL6,IL6R,Unknown,Fibroblast,0.0669,0.138,0.0092
CD80,CTLA4,T cell,NK cell,0.0322,0.2844,0.0092
CD274,PDCD1,B cell,NK cell,0.0299,0.3047,0.0091
TNF,TNFRSF1A,Myeloid/Macro,Plasma cell,0.1523,0.0597,0.0091
TNF,TNFRSF1A,NK cell,Mast cell,0.3859,0.0237,0.0091
CD274,PDCD1,Dendritic cell,NK cell,0.0295,0.3047,0.009
DLL1,NOTCH1,Myeloid/Macro,Myeloid/Macro,0.063,0.1423,0.009
CXCL10,CXCR3,Tumor epithelial,Plasma cell,0.0657,0.1371,0.009
VEGFA,FLT1,Tumor epithelial,B cell,0.4476,0.0201,0.009
VEGFA,FLT1,Mast cell,Fibroblast,1.1166,0.008,0.009
DLL1,NOTCH1,Myeloid/Macro,T cell,0.063,0.1426,0.009
CD274,PDCD1,Endothelial,Fibroblast,0.1186,0.0752,0.0089
VEGFA,FLT1,Plasma cell,Unknown,0.2116,0.0419,0.0089
VEGFA,FLT1,NK cell,Endothelial,0.0099,0.9014,0.0089
DLL1,NOTCH1,B cell,Unknown,0.0296,0.2982,0.0088
IL6,IL6R,Unknown,Endothelial,0.0669,0.1313,0.0088
CD274,PDCD1,NK cell,NK cell,0.0281,0.3047,0.0086
TNF,TNFRSF1A,Tumor epithelial,Endothelial,0.0217,0.3939,0.0085
CXCL10,CXCR3,Endothelial,Myeloid/Macro,0.2389,0.0355,0.0085
IL6,IL6R,Myeloid/Macro,Plasma cell,0.0442,0.1893,0.0084
CD80,CTLA4,T cell,Unknown,0.0322,0.2608,0.0084
CD274,PDCD1,B cell,Unknown,0.0299,0.2765,0.0083
CD80,CTLA4,Endothelial,Endothelial,0.0513,0.162,0.0083
TNF,TNFRSF1A,Mast cell,Dendritic cell,0.097,0.0852,0.0083
CXCL10,CXCR3,Tumor epithelial,B cell,0.0657,0.1268,0.0083
CD274,PDCD1,Dendritic cell,Unknown,0.0295,0.2765,0.0082
VEGFA,KDR,Plasma cell,Tumor epithelial,0.2116,0.039,0.0082
DLL1,NOTCH1,Endothelial,Plasma cell,0.1167,0.0689,0.008
CXCL10,CXCR3,NK cell,NK cell,0.0248,0.3207,0.008
CXCL10,CXCR3,NK cell,T cell,0.0248,0.3234,0.008
DLL1,NOTCH1,B cell,Endothelial,0.0296,0.2671,0.0079
CXCL10,CXCR3,B cell,Fibroblast,0.0405,0.1955,0.0079
TNF,TNFRSF1A,T cell,Mast cell,0.33,0.0237,0.0078
CD274,PDCD1,NK cell,Unknown,0.0281,0.2765,0.0078
CD274,PDCD1,Endothelial,B cell,0.1186,0.0656,0.0078
TNF,TNFRSF1A,Plasma cell,Dendritic cell,0.0914,0.0852,0.0078
CXCL10,CXCR3,Tumor epithelial,Unknown,0.0657,0.1191,0.0078
IL6,IL6R,B cell,Fibroblast,0.0552,0.138,0.0076
CD80,CTLA4,Unknown,Endothelial,0.046,0.162,0.0075
VEGFA,FLT1,Fibroblast,Plasma cell,0.579,0.0129,0.0075
TNF,TNFRSF1A,Mast cell,T cell,0.097,0.0749,0.0073
IL6,IL6R,B cell,Endothelial,0.0552,0.1313,0.0072
CD274,PDCD1,Tumor epithelial,Endothelial,0.0703,0.1018,0.0072
CD80,CTLA4,Myeloid/Macro,Myeloid/Macro,0.1294,0.055,0.0071
CD274,PDCD1,Endothelial,Myeloid/Macro,0.1186,0.059,0.007
TNF,TNFRSF1A,Unknown,Mast cell,0.2929,0.0237,0.0069
DLL1,NOTCH1,Myeloid/Macro,Dendritic cell,0.063,0.1085,0.0068
TNF,TNFRSF1A,Plasma cell,T cell,0.0914,0.0749,0.0068
CD80,CTLA4,Fibroblast,NK cell,0.024,0.2844,0.0068
VEGFA,FLT1,Endothelial,Unknown,0.1629,0.0419,0.0068
IL6,IL6R,Fibroblast,NK cell,0.4306,0.0158,0.0068
CD274,PDCD1,Myeloid/Macro,Endothelial,0.0664,0.1018,0.0068
CD80,CTLA4,B cell,Mast cell,0.1885,0.0353,0.0067
IL6,IL6R,Unknown,Dendritic cell,0.0669,0.1003,0.0067
DLL1,NOTCH1,Endothelial,Tumor epithelial,0.1167,0.0561,0.0066
CXCL10,CXCR3,B cell,Dendritic cell,0.0405,0.1613,0.0065
CD80,CTLA4,Mast cell,T cell,0.0122,0.5365,0.0065
IL6,IL6R,Plasma cell,Plasma cell,0.0331,0.1893,0.0063
VEGFA,KDR,Endothelial,Tumor epithelial,0.1629,0.039,0.0063
CD80,CTLA4,Fibroblast,Unknown,0.024,0.2608,0.0063
VEGFA,FLT1,Myeloid/Macro,Fibroblast,0.7707,0.008,0.0062
CD274,PDCD1,Fibroblast,T cell,0.0113,0.5392,0.0061
IL6,IL6R,Myeloid/Macro,Fibroblast,0.0442,0.138,0.0061
CDH1,CDH1,T cell,Tumor epithelial,0.0108,0.5585,0.006
CDH1,CDH1,Myeloid/Macro,Tumor epithelial,0.0107,0.5585,0.006
CDH1,CDH1,Tumor epithelial,T cell,0.5585,0.0108,0.006
DLL1,NOTCH1,NK cell,Unknown,0.0201,0.2982,0.006
CDH1,CDH1,Tumor epithelial,Myeloid/Macro,0.5585,0.0107,0.006
VEGFA,FLT1,Tumor epithelial,Plasma cell,0.4476,0.0129,0.0058
TNF,TNFRSF1A,Mast cell,Plasma cell,0.097,0.0597,0.0058
VEGFA,FLT1,Mast cell,T cell,1.1166,0.0052,0.0058
TNF,TNFRSF1A,Endothelial,Unknown,0.0482,0.1201,0.0058
CD274,PDCD1,Tumor epithelial,Plasma cell,0.0703,0.083,0.0058
IL6,IL6R,Endothelial,B cell,0.2326,0.025,0.0058
IL6,IL6R,Myeloid/Macro,Endothelial,0.0442,0.1313,0.0058
VEGFA,KDR,Unknown,Endothelial,0.0327,0.1746,0.0057
CD274,PDCD1,Tumor epithelial,Dendritic cell,0.0703,0.0816,0.0057
IL6,IL6R,Tumor epithelial,Plasma cell,0.0299,0.1893,0.0057
DLL1,NOTCH1,B cell,Fibroblast,0.0296,0.192,0.0057
DLL1,NOTCH1,B cell,NK cell,0.0296,0.1893,0.0056
DLL1,NOTCH1,Fibroblast,Unknown,0.0189,0.2982,0.0056
CXCL10,CXCR3,B cell,Plasma cell,0.0405,0.1371,0.0056
IL6,IL6R,B cell,Dendritic cell,0.0552,0.1003,0.0055
TNF,TNFRSF1A,Plasma cell,Plasma cell,0.0914,0.0597,0.0055
CD274,PDCD1,Myeloid/Macro,Plasma cell,0.0664,0.083,0.0055
VEGFA,FLT1,Unknown,Myeloid/Macro,0.0327,0.1655,0.0054
CD274,PDCD1,Myeloid/Macro,Dendritic cell,0.0664,0.0816,0.0054
VEGFA,FLT1,Dendritic cell,Dendritic cell,0.0806,0.0676,0.0054
DLL1,NOTCH1,NK cell,Endothelial,0.0201,0.2671,0.0054
TNF,TNFRSF1A,Endothelial,NK cell,0.0482,0.1103,0.0053
CD274,PDCD1,Tumor epithelial,Fibroblast,0.0703,0.0752,0.0053
DLL1,NOTCH1,B cell,Mast cell,0.0296,0.1741,0.0052
TNF,TNFRSF1A,Fibroblast,Mast cell,0.2174,0.0237,0.0052
CD80,CTLA4,T cell,Endothelial,0.0322,0.162,0.0052
IL6,IL6R,Unknown,Unknown,0.0669,0.076,0.0051
IL6,IL6R,Mast cell,Mast cell,0.0125,0.4062,0.0051
CXCL10,CXCR3,B cell,B cell,0.0405,0.1268,0.0051
DLL1,NOTCH1,Fibroblast,Endothelial,0.0189,0.2671,0.0051
CD80,CTLA4,B cell,B cell,0.1885,0.0273,0.0051
CD274,PDCD1,Myeloid/Macro,Fibroblast,0.0664,0.0752,0.005
VEGFA,FLT1,Plasma cell,Mast cell,0.2116,0.0237,0.005
CD274,PDCD1,T cell,Endothelial,0.0478,0.1018,0.0049
CD274,PDCD1,Endothelial,Mast cell,0.1186,0.0416,0.0049
TNF,TNFRSF1A,Dendritic cell,B cell,0.4085,0.0119,0.0049
CXCL10,CXCR3,B cell,Unknown,0.0405,0.1191,0.0048
IL6,IL6R,Unknown,Tumor epithelial,0.0669,0.0717,0.0048
CXCL10,CXCR3,NK cell,Fibroblast,0.0248,0.1955,0.0048
TNF,TNFRSF1A,B cell,B cell,0.3957,0.0119,0.0047
CXCL10,CXCR3,Endothelial,Tumor epithelial,0.2389,0.0196,0.0047
CD80,CTLA4,Myeloid/Macro,Mast cell,0.1294,0.0353,0.0046
IL6,IL6R,Plasma cell,Fibroblast,0.0331,0.138,0.0046
CD274,PDCD1,Tumor epithelial,B cell,0.0703,0.0656,0.0046
VEGFA,FLT1,Fibroblast,Fibroblast,0.579,0.008,0.0046
TNF,TNFRSF1A,NK cell,B cell,0.3859,0.0119,0.0046
VEGFA,FLT1,Plasma cell,Tumor epithelial,0.2116,0.0213,0.0045
CD274,PDCD1,Plasma cell,Endothelial,0.0446,0.1018,0.0045
IL6,IL6R,Myeloid/Macro,Dendritic cell,0.0442,0.1003,0.0044
CD274,PDCD1,Myeloid/Macro,B cell,0.0664,0.0656,0.0044
DLL1,NOTCH1,B cell,B cell,0.0296,0.1476,0.0044
DLL1,NOTCH1,Myeloid/Macro,Plasma cell,0.063,0.0689,0.0043
VEGFA,FLT1,Plasma cell,B cell,0.2116,0.0201,0.0043
IL6,IL6R,Plasma cell,Endothelial,0.0331,0.1313,0.0043
CD80,CTLA4,Plasma cell,T cell,0.0078,0.5365,0.0042
IL6,IL6R,B cell,Unknown,0.0552,0.076,0.0042
CD274,PDCD1,Tumor epithelial,Myeloid/Macro,0.0703,0.059,0.0042
CDH1,CDH1,Plasma cell,Plasma cell,0.0646,0.0646,0.0042
DLL1,NOTCH1,B cell,T cell,0.0296,0.1426,0.0042
DLL1,NOTCH1,B cell,Myeloid/Macro,0.0296,0.1423,0.0042
TNF,TNFRSF1A,Endothelial,Dendritic cell,0.0482,0.0852,0.0041
CD80,CTLA4,Endothelial,Plasma cell,0.0513,0.0805,0.0041
CDH1,CDH1,Plasma cell,Fibroblast,0.0646,0.064,0.0041
CDH1,CDH1,Fibroblast,Plasma cell,0.064,0.0646,0.0041
IL6,IL6R,Tumor epithelial,Fibroblast,0.0299,0.138,0.0041
CDH1,CDH1,Fibroblast,Fibroblast,0.064,0.064,0.0041
CD274,PDCD1,T cell,Plasma cell,0.0478,0.083,0.004
IL6,IL6R,B cell,Tumor epithelial,0.0552,0.0717,0.004
VEGFA,FLT1,Myeloid/Macro,T cell,0.7707,0.0052,0.004
CXCL10,CXCR3,Myeloid/Macro,Endothelial,0.0969,0.0409,0.004
CXCL10,CXCR3,NK cell,Dendritic cell,0.0248,0.1613,0.004
CD80,CTLA4,Fibroblast,Endothelial,0.024,0.162,0.0039
CD274,PDCD1,Myeloid/Macro,Myeloid/Macro,0.0664,0.059,0.0039
CD274,PDCD1,T cell,Dendritic cell,0.0478,0.0816,0.0039
CD274,PDCD1,Mast cell,Tumor epithelial,0.2397,0.0161,0.0039
TNF,TNFRSF1A,T cell,B cell,0.33,0.0119,0.0039
IL6,IL6R,Tumor epithelial,Endothelial,0.0299,0.1313,0.0039
VEGFA,FLT1,Endothelial,Mast cell,0.1629,0.0237,0.0039
CD80,CTLA4,B cell,Fibroblast,0.1885,0.0202,0.0038
CDH1,CDH1,Tumor epithelial,B cell,0.5585,0.0068,0.0038
CXCL10,CXCR3,Plasma cell,Endothelial,0.0928,0.0409,0.0038
CDH1,CDH1,B cell,Tumor epithelial,0.0068,0.5585,0.0038
DLL1,NOTCH1,NK cell,Fibroblast,0.0201,0.192,0.0038
DLL1,NOTCH1,NK cell,NK cell,0.0201,0.1893,0.0038
CD80,CTLA4,Unknown,Plasma cell,0.046,0.0805,0.0037
CD274,PDCD1,Plasma cell,Plasma cell,0.0446,0.083,0.0037
IL6,IL6R,Endothelial,NK cell,0.2326,0.0158,0.0037
DLL1,NOTCH1,Fibroblast,NK cell,0.0189,0.1893,0.0036
CD274,PDCD1,Plasma cell,Dendritic cell,0.0446,0.0816,0.0036
DLL1,NOTCH1,Fibroblast,Fibroblast,0.0189,0.192,0.0036
CD274,PDCD1,T cell,Fibroblast,0.0478,0.0752,0.0036
TNF,TNFRSF1A,Endothelial,T cell,0.0482,0.0749,0.0036
VEGFA,FLT1,Tumor epithelial,Fibroblast,0.4476,0.008,0.0036
TNF,TNFRSF1A,Myeloid/Macro,Mast cell,0.1523,0.0237,0.0036
DLL1,NOTCH1,Myeloid/Macro,Tumor epithelial,0.063,0.0561,0.0035
IL6,IL6R,Unknown,T cell,0.0669,0.0519,0.0035
CXCL10,CXCR3,Fibroblast,Endothelial,0.0857,0.0409,0.0035
CD80,CTLA4,Myeloid/Macro,B cell,0.1294,0.0273,0.0035
CD80,CTLA4,Mast cell,NK cell,0.0122,0.2844,0.0035
TNF,TNFRSF1A,Unknown,B cell,0.2929,0.0119,0.0035
CD274,PDCD1,Fibroblast,NK cell,0.0113,0.3047,0.0035
VEGFA,FLT1,Endothelial,Tumor epithelial,0.1629,0.0213,0.0035
DLL1,NOTCH1,NK cell,Mast cell,0.0201,0.1741,0.0035
IL6,IL6R,Myeloid/Macro,Unknown,0.0442,0.076,0.0034
DLL1,NOTCH1,Unknown,Unknown,0.0113,0.2982,0.0034
CD274,PDCD1,Plasma cell,Fibroblast,0.0446,0.0752,0.0034
CXCL10,CXCR3,NK cell,Plasma cell,0.0248,0.1371,0.0034
VEGFA,FLT1,Dendritic cell,Unknown,0.0806,0.0419,0.0034
DLL1,NOTCH1,Plasma cell,Unknown,0.0114,0.2982,0.0034
CXCL10,CXCR3,Myeloid/Macro,Myeloid/Macro,0.0969,0.0355,0.0034
IL6,IL6R,Plasma cell,Dendritic cell,0.0331,0.1003,0.0033
DLL1,NOTCH1,Fibroblast,Mast cell,0.0189,0.1741,0.0033
VEGFA,FLT1,Endothelial,B cell,0.1629,0.0201,0.0033
CXCL10,CXCR3,Plasma cell,Myeloid/Macro,0.0928,0.0355,0.0033
IL6,IL6R,Myeloid/Macro,Tumor epithelial,0.0442,0.0717,0.0032
CD80,CTLA4,Mast cell,Unknown,0.0122,0.2608,0.0032
DLL1,NOTCH1,B cell,Dendritic cell,0.0296,0.1085,0.0032
CD80,CTLA4,Dendritic cell,Tumor epithelial,0.4829,0.0064,0.0031
CD274,PDCD1,Fibroblast,Unknown,0.0113,0.2765,0.0031
CXCL10,CXCR3,NK cell,B cell,0.0248,0.1268,0.0031
VEGFA,FLT1,B cell,Endothelial,0.0034,0.9014,0.0031
DLL1,NOTCH1,Plasma cell,Endothelial,0.0114,0.2671,0.0031
VEGFA,KDR,Dendritic cell,Tumor epithelial,0.0806,0.039,0.0031
CD274,PDCD1,T cell,B cell,0.0478,0.0656,0.0031
CXCL10,CXCR3,Fibroblast,Myeloid/Macro,0.0857,0.0355,0.003
CXCL10,CXCR3,NK cell,Unknown,0.0248,0.1191,0.003
DLL1,NOTCH1,NK cell,B cell,0.0201,0.1476,0.003
CD274,PDCD1,B cell,Endothelial,0.0299,0.1018,0.003
IL6,IL6R,Tumor epithelial,Dendritic cell,0.0299,0.1003,0.003
DLL1,NOTCH1,Unknown,Endothelial,0.0113,0.2671,0.003
CD274,PDCD1,Dendritic cell,Endothelial,0.0295,0.1018,0.003
VEGFA,FLT1,Fibroblast,T cell,0.579,0.0052,0.003
CD274,PDCD1,Plasma cell,B cell,0.0446,0.0656,0.0029
DLL1,NOTCH1,NK cell,T cell,0.0201,0.1426,0.0029
CD274,PDCD1,Tumor epithelial,Mast cell,0.0703,0.0416,0.0029
IL6,IL6R,B cell,T cell,0.0552,0.0519,0.0029
TNF,TNFRSF1A,Endothelial,Plasma cell,0.0482,0.0597,0.0029
CD274,PDCD1,NK cell,Endothelial,0.0281,0.1018,0.0029
DLL1,NOTCH1,NK cell,Myeloid/Macro,0.0201,0.1423,0.0029
CD274,PDCD1,T cell,Myeloid/Macro,0.0478,0.059,0.0028
CD80,CTLA4,Endothelial,Myeloid/Macro,0.0513,0.055,0.0028
DLL1,NOTCH1,Fibroblast,B cell,0.0189,0.1476,0.0028
CD274,PDCD1,Myeloid/Macro,Mast cell,0.0664,0.0416,0.0028
DLL1,NOTCH1,Fibroblast,T cell,0.0189,0.1426,0.0027
CXCL10,CXCR3,Tumor epithelial,Endothelial,0.0657,0.0409,0.0027
DLL1,NOTCH1,Fibroblast,Myeloid/Macro,0.0189,0.1423,0.0027
VEGFA,FLT1,Plasma cell,Plasma cell,0.2116,0.0129,0.0027
CD80,CTLA4,T cell,Plasma cell,0.0322,0.0805,0.0026
TNF,TNFRSF1A,Fibroblast,B cell,0.2174,0.0119,0.0026
CD80,CTLA4,Myeloid/Macro,Fibroblast,0.1294,0.0202,0.0026
TNF,TNFRSF1A,Tumor epithelial,Unknown,0.0217,0.1201,0.0026
CD274,PDCD1,Plasma cell,Myeloid/Macro,0.0446,0.059,0.0026
CD274,PDCD1,B cell,Plasma cell,0.0299,0.083,0.0025
CXCL10,CXCR3,Endothelial,Mast cell,0.2389,0.0103,0.0025
IL6,IL6R,Plasma cell,Unknown,0.0331,0.076,0.0025
CD80,CTLA4,Unknown,Myeloid/Macro,0.046,0.055,0.0025
IL6,IL6R,Plasma cell,Tumor epithelial,0.0331,0.0717,0.0024
CD274,PDCD1,Dendritic cell,Plasma cell,0.0295,0.083,0.0024
TNF,TNFRSF1A,Tumor epithelial,NK cell,0.0217,0.1103,0.0024
CD274,PDCD1,Dendritic cell,Dendritic cell,0.0295,0.0816,0.0024
IL6,IL6R,Mast cell,Plasma cell,0.0125,0.1893,0.0024
CD274,PDCD1,B cell,Dendritic cell,0.0299,0.0816,0.0024
VEGFA,FLT1,Tumor epithelial,T cell,0.4476,0.0052,0.0023
IL6,IL6R,Tumor epithelial,Unknown,0.0299,0.076,0.0023
CD274,PDCD1,NK cell,Dendritic cell,0.0281,0.0816,0.0023
CD274,PDCD1,NK cell,Plasma cell,0.0281,0.083,0.0023
IL6,IL6R,Myeloid/Macro,T cell,0.0442,0.0519,0.0023
CXCL10,CXCR3,Tumor epithelial,Myeloid/Macro,0.0657,0.0355,0.0023
TNF,TNFRSF1A,Mast cell,Mast cell,0.097,0.0237,0.0023
DLL1,NOTCH1,Plasma cell,Fibroblast,0.0114,0.192,0.0022
CD80,CTLA4,Plasma cell,NK cell,0.0078,0.2844,0.0022
VEGFA,FLT1,Unknown,Dendritic cell,0.0327,0.0676,0.0022
CD274,PDCD1,Dendritic cell,Fibroblast,0.0295,0.0752,0.0022
DLL1,NOTCH1,NK cell,Dendritic cell,0.0201,0.1085,0.0022
DLL1,NOTCH1,Unknown,Fibroblast,0.0113,0.192,0.0022
CD274,PDCD1,B cell,Fibroblast,0.0299,0.0752,0.0022
DLL1,NOTCH1,Plasma cell,NK cell,0.0114,0.1893,0.0022
TNF,TNFRSF1A,Plasma cell,Mast cell,0.0914,0.0237,0.0022
DLL1,NOTCH1,Fibroblast,Dendritic cell,0.0189,0.1085,0.0021
DLL1,NOTCH1,Unknown,NK cell,0.0113,0.1893,0.0021
VEGFA,FLT1,Endothelial,Plasma cell,0.1629,0.0129,0.0021
IL6,IL6R,Tumor epithelial,Tumor epithelial,0.0299,0.0717,0.0021
CD274,PDCD1,NK cell,Fibroblast,0.0281,0.0752,0.0021
DLL1,NOTCH1,Plasma cell,Mast cell,0.0114,0.1741,0.002
CD80,CTLA4,Plasma cell,Unknown,0.0078,0.2608,0.002
DLL1,NOTCH1,Unknown,Mast cell,0.0113,0.1741,0.002
CD274,PDCD1,B cell,B cell,0.0299,0.0656,0.002
CD274,PDCD1,T cell,Mast cell,0.0478,0.0416,0.002
CD80,CTLA4,Mast cell,Endothelial,0.0122,0.162,0.002
DLL1,NOTCH1,B cell,Plasma cell,0.0296,0.0689,0.002
CD274,PDCD1,Endothelial,Tumor epithelial,0.1186,0.0161,0.0019
CD274,PDCD1,Plasma cell,Mast cell,0.0446,0.0416,0.0019
VEGFA,FLT1,Dendritic cell,Mast cell,0.0806,0.0237,0.0019
CXCL10,CXCR3,Myeloid/Macro,Tumor epithelial,0.0969,0.0196,0.0019
CD274,PDCD1,Dendritic cell,B cell,0.0295,0.0656,0.0019
CD80,CTLA4,Fibroblast,Plasma cell,0.024,0.0805,0.0019
TNF,TNFRSF1A,Tumor epithelial,Dendritic cell,0.0217,0.0852,0.0018
CD80,CTLA4,T cell,Myeloid/Macro,0.0322,0.055,0.0018
CD80,CTLA4,Endothelial,Mast cell,0.0513,0.0353,0.0018
CD274,PDCD1,B cell,Myeloid/Macro,0.0299,0.059,0.0018
TNF,TNFRSF1A,Myeloid/Macro,B cell,0.1523,0.0119,0.0018
CD274,PDCD1,NK cell,B cell,0.0281,0.0656,0.0018
VEGFA,KDR,T cell,Endothelial,0.0103,0.1746,0.0018
CXCL10,CXCR3,Plasma cell,Tumor epithelial,0.0928,0.0196,0.0018
VEGFA,FLT1,Plasma cell,Fibroblast,0.2116,0.008,0.0017
CXCL10,CXCR3,B cell,Endothelial,0.0405,0.0409,0.0017
IL6,IL6R,Plasma cell,T cell,0.0331,0.0519,0.0017
IL6,IL6R,Unknown,B cell,0.0669,0.025,0.0017
DLL1,NOTCH1,Plasma cell,B cell,0.0114,0.1476,0.0017
DLL1,NOTCH1,Unknown,B cell,0.0113,0.1476,0.0017
VEGFA,KDR,NK cell,Endothelial,0.0099,0.1746,0.0017
VEGFA,FLT1,Dendritic cell,Tumor epithelial,0.0806,0.0213,0.0017
VEGFA,FLT1,T cell,Myeloid/Macro,0.0103,0.1655,0.0017
CD274,PDCD1,Dendritic cell,Myeloid/Macro,0.0295,0.059,0.0017
DLL1,NOTCH1,B cell,Tumor epithelial,0.0296,0.0561,0.0017
CXCL10,CXCR3,Fibroblast,Tumor epithelial,0.0857,0.0196,0.0017
CD274,PDCD1,NK cell,Myeloid/Macro,0.0281,0.059,0.0017
IL6,IL6R,Mast cell,Fibroblast,0.0125,0.138,0.0017
IL6,IL6R,Tumor epithelial,T cell,0.0299,0.0519,0.0016
CDH1,CDH1,Plasma cell,Unknown,0.0646,0.0254,0.0016
CDH1,CDH1,Unknown,Plasma cell,0.0254,0.0646,0.0016
CD80,CTLA4,Unknown,Mast cell,0.046,0.0353,0.0016
DLL1,NOTCH1,Plasma cell,Myeloid/Macro,0.0114,0.1423,0.0016
DLL1,NOTCH1,Plasma cell,T cell,0.0114,0.1426,0.0016
CDH1,CDH1,Fibroblast,Unknown,0.064,0.0254,0.0016
DLL1,NOTCH1,Tumor epithelial,Unknown,0.0052,0.2982,0.0016
TNF,TNFRSF1A,Tumor epithelial,T cell,0.0217,0.0749,0.0016
VEGFA,FLT1,NK cell,Myeloid/Macro,0.0099,0.1655,0.0016
IL6,IL6R,Mast cell,Endothelial,0.0125,0.1313,0.0016
VEGFA,FLT1,Dendritic cell,B cell,0.0806,0.0201,0.0016
DLL1,NOTCH1,Unknown,T cell,0.0113,0.1426,0.0016
CDH1,CDH1,Unknown,Fibroblast,0.0254,0.064,0.0016
DLL1,NOTCH1,Unknown,Myeloid/Macro,0.0113,0.1423,0.0016
CDH1,CDH1,Dendritic cell,Fibroblast,0.0227,0.064,0.0015
CDH1,CDH1,Fibroblast,Dendritic cell,0.064,0.0227,0.0015
CDH1,CDH1,Dendritic cell,Plasma cell,0.0227,0.0646,0.0015
CDH1,CDH1,Plasma cell,Dendritic cell,0.0646,0.0227,0.0015
CD80,CTLA4,Endothelial,B cell,0.0513,0.0273,0.0014
DLL1,NOTCH1,NK cell,Plasma cell,0.0201,0.0689,0.0014
VEGFA,FLT1,Unknown,Unknown,0.0327,0.0419,0.0014
IL6,IL6R,B cell,B cell,0.0552,0.025,0.0014
DLL1,NOTCH1,Tumor epithelial,Endothelial,0.0052,0.2671,0.0014
CXCL10,CXCR3,B cell,Myeloid/Macro,0.0405,0.0355,0.0014
CD80,CTLA4,Fibroblast,Myeloid/Macro,0.024,0.055,0.0013
CXCL10,CXCR3,Tumor epithelial,Tumor epithelial,0.0657,0.0196,0.0013
CD80,CTLA4,Plasma cell,Endothelial,0.0078,0.162,0.0013
VEGFA,KDR,Unknown,Tumor epithelial,0.0327,0.039,0.0013
TNF,TNFRSF1A,Tumor epithelial,Plasma cell,0.0217,0.0597,0.0013
CD80,CTLA4,Unknown,B cell,0.046,0.0273,0.0013
VEGFA,FLT1,Endothelial,Fibroblast,0.1629,0.008,0.0013
DLL1,NOTCH1,Fibroblast,Plasma cell,0.0189,0.0689,0.0013
DLL1,NOTCH1,Unknown,Dendritic cell,0.0113,0.1085,0.0012
TNF,TNFRSF1A,Mast cell,B cell,0.097,0.0119,0.0012
CD274,PDCD1,NK cell,Mast cell,0.0281,0.0416,0.0012
IL6,IL6R,Mast cell,Dendritic cell,0.0125,0.1003,0.0012
DLL1,NOTCH1,Plasma cell,Dendritic cell,0.0114,0.1085,0.0012
CD80,CTLA4,B cell,Tumor epithelial,0.1885,0.0064,0.0012
CD274,PDCD1,Fibroblast,Endothelial,0.0113,0.1018,0.0012
CD274,PDCD1,Dendritic cell,Mast cell,0.0295,0.0416,0.0012
CD274,PDCD1,B cell,Mast cell,0.0299,0.0416,0.0012
IL6,IL6R,Unknown,NK cell,0.0669,0.0158,0.0011
CD80,CTLA4,T cell,Mast cell,0.0322,0.0353,0.0011
