leiden,TP53,MYC,STAT1,NFKB1,HIF1A,SOX2,FOXP3,TBX21,GATA3,TWIST1,SNAI1,NKX2-1
0,-0.09191241566787547,0.5827669927454767,0.6234800356407426,-0.04720608570819713,0.23137774371552738,-0.06055332194995411,0.01396434473756499,0.13421292370149523,-0.011005305343660813,0.32977694565674354,0.3049443901160668,-0.03275779513743123
1,0.119639325954875,0.4502183596777041,0.5569028341003505,0.06440804683987121,0.09330267164225135,-0.03840983700556833,0.24407640762016422,-0.11364237369211631,0.0258161331708314,0.18500438601853417,0.17228841287581648,-0.0364459235306646
2,-0.061974114995177194,0.4178439102127161,0.42912869582219443,0.36726977221885976,0.22168506329015986,0.17003001342868296,-0.08894728666907403,-0.2589929079716149,-0.001974231165720195,0.6102616250951116,0.7450433627454246,-0.03518019781970396
3,-0.05586291916844267,0.37433085772314917,0.3420549696903165,0.21929837958322929,0.3297864099343618,0.17240878158289452,-0.12743950689875563,-0.3743938920870082,-0.00947072995227316,0.5913721523284912,0.5518914567698603,-0.04162387490272522
4,0.10768236223042305,0.44384569498353404,0.48748877613445385,0.16770589666309785,-0.07306702381989053,-0.006661562146811651,-0.1023523775248692,-0.30512957392501533,0.018193200933522193,0.13644808068768732,0.11983394023632182,-0.038719730862255754
5,-0.08073441455155474,0.7594592617843557,-0.11024084358396759,-0.05625409832028067,0.64517174457991,0.026860354525427666,-0.05887134396414603,-0.45351237296613656,-0.015525209205381332,-0.20565788959380119,-0.2352328863628449,-0.05359726788151649
6,0.050641840542638476,0.5898974098990772,0.4601664885956622,-0.03371313813986341,0.12873548994212453,-0.03319574052287686,0.211793504280856,-0.11253235897119793,0.03658848738243076,0.31602929226386506,0.29429736522961686,-0.028751003581990474
7,0.021433383260454457,0.053741467878932046,0.8524292611922973,1.3029083172719642,0.21301973402500154,0.040593127161264425,-0.062254102647304535,0.13902204490486703,-0.001692250669002533,0.00947590863704681,0.008496963381767279,0.027120899707078934
8,-0.03334175683853778,0.33256552724207233,0.5837771405544517,0.08610932869007697,0.06801527230480638,-0.054175773314322426,-0.008689381951249941,0.17830422827326647,-0.003295592499136478,0.20249358858329972,0.17394966699478778,-0.03645004773631078
9,0.1825730841642758,0.22808640445134448,0.4486628893550401,0.15023804126808785,0.010681662867911416,-0.050722964087973776,-0.042914627573383386,-0.18738250488602978,-0.02730346192352807,0.22235592547459387,0.21101026600510325,-0.029798118018392307
10,0.122843488231782,0.39446237069670503,0.6341347752571894,0.8049724475253909,0.08699838917742493,0.06463297149827403,-0.01986780578090299,-0.37092066565949716,-0.03679797677070864,0.6694795402403801,0.6169298341197352,-0.09523599124723865
11,-0.024566240978508104,0.5428722863593578,0.38201734682853167,0.1540111644675069,0.2619307382278193,0.12816949189877977,-0.12016389536156374,-0.3534668009067853,-0.013019442401680292,0.49312687692455215,0.5314743265825159,-0.046936144618427045
12,-0.1034722392193224,0.17649445327992022,0.2679342722243695,0.4234935443700054,0.03980005427152532,0.003046275951244213,-0.022613289103095915,-0.2975874556627764,0.025363794968451987,0.5471408122969262,0.5287597746672453,-0.03501896900895202
13,0.10353093881266458,0.4581193499763807,0.21015422593834054,0.4246877195485624,0.32767323296931056,0.0021936651505529876,-0.14056696930030982,-0.38923933216350365,-0.010761035189032556,0.004641892825563751,-0.008857907131314286,1.6074008473008872
14,-0.020877443210920804,0.42519475035717264,0.421335679997199,-0.012118662656001613,-0.11120622860513081,-0.06537413754986554,-0.10938676953315735,-0.36190669127883446,0.015033396938370493,0.14632417624868999,0.13702849430456396,-0.034186719103557306
15,-0.10111940427651082,0.028064174719820836,0.10327870793241775,0.053598411918266003,-0.08363935230768214,-0.07870855241491083,0.0018570173665096914,0.1494307474517049,0.0033716309028759325,0.13785746074141117,0.1222738186852974,-0.029643412723875884
16,0.05641675424575805,0.537353140378545,0.45092550438014195,0.5452891784144817,0.14197831312815348,0.06055945504594732,-0.06217221795188056,-0.368646958272328,-0.002262975948828237,1.0915092905539052,0.88374512135541,-0.058677809812404495
