leiden,cyt_score,tme_CYT,tme_TIS,tme_IFNg,tme_immunosuppression,tme_immune_estimate,tme_stromal_estimate
0,0.5189784,0.7786231780857269,0.4575313885965089,0.13049865716321457,0.10521262015866331,0.559531994630789,0.06991145903539661
1,0.23504694,0.35931481341330046,0.2542037598511909,0.038279528261684785,-0.015429634416195909,0.3133366024831588,0.024139707091400668
2,0.010866229,-0.378015255199896,0.3293145443839275,0.2299457058969504,0.028355290944721584,-0.4223097996326196,0.16468125922056823
3,0.00943468,-0.32858843931934,0.2668942217943385,0.18238752867216648,0.09825744225723511,-0.3849249244309389,0.12226089868582837
4,0.025336036,-0.23496174967444097,0.23531454160235754,0.13335482986123712,-0.13755552630958984,-0.03890130481361068,-0.028288250218095227
5,0.012222843,-0.26268229280874916,-0.07652501469198707,-0.1622685596327628,-0.025808307857383896,-0.3300454208428525,-0.15045500653223703
6,0.021848546,-0.17332898531690255,0.07115532449614974,-0.20782384573585458,-0.03349158999277646,0.02665946490980036,0.059283155760629716
7,0.0,-0.15274620262575356,0.11557663423364639,-0.032135451180594306,0.13081045598342975,-0.1789006875016808,-0.024008114083294452
8,0.56687975,0.6097648748424318,0.22496123877487162,0.055812982630729674,0.0745460367710668,0.42303687314726446,0.0023975299001182558
9,0.013471971,-0.11427902800634618,0.11182001064227164,-0.08625275334315513,-0.030557222752147836,-0.03434799550714434,0.04075127791565334
10,0.034539618,-0.27147556048824745,0.07502920358013512,-0.04662242513278434,-0.07879604976955322,-0.3115661727578645,0.959953759997115
11,0.0,-0.32130821839610063,0.024427913549277692,-0.17964128761756712,0.09212468629031338,-0.36629995856552083,0.1761686463657522
12,0.0,-0.2930691610247556,0.05120285993652227,-0.011860687479059748,-0.07797724101263685,-0.36093634177662637,-0.09379131220169674
13,0.0,-0.2760034984298523,0.23328912279318043,0.10851612985661599,-0.1063957809881933,-0.05589099761914574,-0.004096824111734285
